text,label
"WARSAW (Reuters) - The European Commission s decision to launch the so-called Article 7 procedure against Poland may be related to Warsaw s refusal to accept Muslim migrants, spokeswoman of the ruling Law and Justice (PiS) party Beata Mazurek said on Wednesday.  This may be an effect not only of the opposition s informing (on Poland to the EC) but also because we don t want to accept immigrants, we don t want to accept Muslim migrants, as we care for the security of Poles,  Mazurek told reporters. ",1
"PARIS (Reuters) - France will discuss the possible sale of more Rafale aircrafts with Egyptian leader Abdel Fattah al-Sisi during his visit to Paris this week, Finance Minister Bruno Le Maire told Europe 1 radio on Tuesday. Under the previous government, France had concluded several major military agreements with Egypt, including the sale of 24 Rafale combat aircraft, a multi-mission frigate and two Mistral warships in contracts worth some 6 billion euros. The 2015 Rafale contract - the first export contract for the jet - included the option of selling another twelve aircrafts.  If there can be new contracts, so much the better. That will be discussed today by the President of the Republic (Macron) and the president (Sisi),  said Le Maire, when asked by Europe 1 radio to comment on reports that the sale of the extra 12 aircrafts was on the table but that his ministry was reluctant because of the payment terms asked for by Egypt.  It is normal that Bercy (the French finance ministry) would want to make sure Egypt should be able to pay its plane orders,  Le Maire said. Sisi is in Paris until Oct 25.  As far as human rights are concerned, of course we ll discuss that. I have no doubt that the President of the Republic will mention the issue of human rights when he has lunch with his Egyptian counterpart,  added Le Maire. Rafale-maker Dassault Aviation declined to comment.  France and Egypt have nurtured closer economic and military ties in recent years, and with Sisi s rise to power that relationship has improved with both sides concerned by the political vacuum in Libya and the threat from jihadist groups in Egypt. But human rights organisations at home and overseas have accused France under Macron of remaining silent in the face of increasing violations of freedoms by Sisi s government, as the 2018 presidential elections approach.  ",1
"WASHINGTON (Reuters) - The Republican chairman of the U.S. Federal Communications Commission is expected to unveil proposed reforms on Thursday to the $45 billion business data services market just four months after his Democratic predecessor abandoned a reform plan. FCC Chairman Ajit Pai is set to announce reforms but will not propose completely deregulating the market, two officials briefed on the plan said. The proposal is set to be discussed at the FCC’s April meeting. An FCC spokesman declined to comment. Small businesses, schools, libraries and others rely on business data services, or special-access lines, to transmit large amounts of data quickly, for instance connecting banks to ATM machines or gasoline pump credit card readers. Special-access lines are used by offices, retailers, banks, manufacturers, schools and hospitals to move large amounts of data, and wireless carriers rely on them for the backhaul of mobile traffic. Major telecommunications and cable companies have met with FCC staff in recent weeks to talk about the issue, according to FCC records. Under President Barack Obama, then-FCC chairman Tom Wheeler in April 2016 proposed a sweeping reform plan for business data services that aimed to reduce prices paid for services. Wheeler abandoned the proposal in November after Donald Trump was elected president. The data services market is an important business for AT&T Inc, CenturyLink Inc (CTL.N), Frontier Communications Corp and Verizon Communications Inc (VZ.N), while Sprint Corp and other companies that use the lines say they are being overcharged. Wheeler had proposed maintaining and lowering lower price caps using legacy data systems with a one-time 11 percent reduction in prices phased in over three years. The proposal came under criticism from AT&T and the Communications Workers of America union. Sprint, which backed Wheeler’s proposal, told the FCC in a March 22 letter that “thousands of large and small businesses across the country are paying far too much for broadband because of inadequate competition.” Sprint argued “a small handful of companies are overcharging the very investors and employers that are critical to our economic growth and are using anticompetitive tactics to ensure that these businesses never have access to competitive alternatives.” AT&T argued Wheeler’s plan was “little more than a wealth transfer to companies that have chosen not to invest in last mile fiber infrastructure.” In a March 13 letter, AT&T suggested the FCC largely deregulate the market but leave rules in place where there is no competition. CenturyLink and Frontier in a March 20 filing urged the FCC to completely deregulate the market. ",1
"WASHINGTON (Reuters) - As U.S. Secretary of State John Kerry met with Russian President Vladimir Putin in Moscow on Thursday to propose close military coordination in Syria, the White House and Pentagon offered lukewarm support for the plan and demanded that Moscow show it was serious about fighting Islamic State, not just propping up President Bashar al-Assad.Kerry himself took a tough line after his meeting on Thursday with Putin, State Department spokesman John Kirby told reporters in Moscow.  “Secretary Kerry emphasized that absent concrete, near-term steps, diplomatic efforts could not continue indefinitely,” Kirby said. Kerry’s proposal would create a new center where U.S. and Russian militaries would share intelligence and coordinate air strikes against Islamic State and the Nusra Front, an al Qaeda affiliate. The move has angered U.S. military and intelligence officers and diplomats who argue that Russia has proved repeatedly that it cannot be trusted. Pentagon spokesman Peter Cook said Defense Secretary Ash Carter supported Kerry’s efforts to encourage Moscow to “do the right thing” in Syria. But he added that Carter has experience dealing with Moscow and maintains a “healthy dose of skepticism” about Russia’s aims in the conflict.     “The secretary supports Secretary Kerry’s effort ... but he has also said that he’s had questions about the Russian activities up to this point,” Cook told reporters.     “If the Russians are prepared to do the right thing in Syria, then the secretary of defense would be open to that conversation,” he said. “But we’re waiting to see what’s going on. ... It’s not clear that we’ll ever reach an agreement.” WHITE HOUSE SAYS IT’S UP TO RUSSIA At the White House, spokesman Josh Earnest’s response was similarly cautious. “It’s time for Russia to make serious decisions about how they want to use their influence inside of Syria both when it comes to their diplomatic influence, but also when it comes to their military capabilities,” Earnest told a daily briefing on Thursday at the White House,  “They have to decide if they’re going to use the military to prop up the Assad regime or if they’re going to use their military to go after extremists,” Earnest said, “Our case is you can’t do both.” Kerry has expressed growing frustration with the lack of progress in ending Syria’s five-year civil war despite agreements with Russia to secure a lasting nationwide cessation of hostilities and ensure that humanitarian aid reaches besieged communities. U.N.-led efforts to bring the warring sides together to negotiate a political transition also have failed. State Department spokeswoman Elizabeth Trudeau acknowledged  a “very robust and very vigorous conversation” among government agencies over Kerry’s plan. Asked whether Kerry’s visit had the full backing of the White House, she added: “I’m not going to characterize that for the White House, but I would say that the secretary is going to ... have discussions in Moscow that present the administration’s views.” Anger Within the Administration    But U.S. military and intelligence officers and diplomats involved in Syria policy expressed anger about Kerry’s proposal, which several called naive.     The Russians, said one official, had known for weeks about Kerry’s upcoming visit to Moscow, yet two days before he was due to arrive they bombed a remote camp near Syria’s border with Jordan used by U.S.-backed rebels. “That is consistent with what the Russians have been doing all along,” said a U.S. military official, who like others spoke anonymously to criticize administration policy. “More of it has been to us, not with us, and the message has been clear all along: ‘When our interests differ from yours, ours win.” “They’ve violated every cessation of hostilities agreement they’ve ever agreed to, sometimes within hours,” the official said.     Another American official, who has helped train members of the Free Syrian Army rebel alliance, said the U.S.-backed opposition forces have been asking why the administration keeps seeking Russian help and are growing increasingly bitter, their anger compounded by what they complain is a lack of American military support. Former U.S. Ambassador to Syria Robert Ford expressed deep skepticism with Kerry’s plan, saying Russian air strikes have primarily targeted U.S-supported moderate opposition groups. “How serious are they (Russia) about defeating terrorism, as opposed to bolstering Assad’s position at the center? How are we to assume that they are going to do better if they work with the Americans?” Ford told Reuters. Ford said that Russia has been unable to get its “obstreperous client” Assad to make any political concessions, allow significant humanitarian assistance into numerous rebel-held enclaves or abide by a cessation of hostilities agreement. “I don’t think the Russians can deliver,” he said. “I don’t see how this American-Russian condominium on the Islamic State can help bring about a negotiated solution to the broader Syrian conflict. It will make it less likely that Assad will make concessions that will bring the broader civil war to an end.” ",1
"TRIPOLI (Reuters) - Libyan authorities are processing a request from Britain to extradite the brother of the bomber who killed 22 people in Manchester in May, but no decision has been taken yet, a government spokesman said on Thursday. The armed group holding the brother said that if the attorney general s office agreed to the request, the force would be  ready for the next step . Salman Abedi, a 22-year-old Briton born to Libyan parents, blew himself up at the end of a show by U.S. singer Ariana Grande in the deadliest militant attack in Britain for 12 years. His victims included seven children. More than 500 people were injured. On Wednesday, British police said they had issued an arrest warrant for his brother, Hashem Abedi, for murder, attempted murder and conspiracy to cause an explosion, and prosecutors had asked Libya to extradite him.  An official request has been received through the Libyan ministry of foreign affairs and the Libyan authorities are cooperating to process (the request) in accordance with Libyan legal procedures,  said Hassan al-Houni, a spokesman for the internationally recognized government in Tripoli.   No decision has been taken yet.  Days after the attack, the Special Deterrence Force (Rada), a counter-terrorism and anti-crime group aligned with the government, arrested Hashem Abedi and the brothers  father Ramadan. The father was released in August. Various armed factions in Tripoli have aligned themselves with the government, some with semi-official status for law enforcement. However, the government, which struggles to impose its authority, has limited power over them. Rada initially said it would not extradite Hashem, but then said it was ready to cooperate.  If there is agreement between the attorney general and the British authorities, we are ready for the next step,  spokesman Ahmad Ben Salim said. The Libyan attorney general s office could not be reached for comment. Islamic State said it was responsible in the immediate aftermath of the bombing but security services have always treated the claim with scepticism. In June, Rada said Hashem Abedi had told them his brother had been radicalised in Britain in 2015. They had both flown from Britain to Libya in April and Hashem said he had helped buy the equipment necessary for the attack although he had not known that Salman was planning a bombing, Rada said. British police say Salman Abedi returned to Manchester on May 18, four days before his attack. The family had emigrated to Britain during the rule of the late Libyan leader Muammar Gaddafi. The brothers  parents returned to Libya during the 2011 revolution. Police have previously said they believed Salman Abedi had built the bomb himself and CCTV showed him buying nuts from a hardware store that were used as shrapnel as well as the tin that was believed to contain the explosives. ",1
"ATHENS (Reuters) - Three people drowned, at least six were missing and scores of others were rescued in three separate incidents of migrants trying to reach Greece across the Aegean Sea early Friday. Greek authorities recovered the body of a woman and searched for more people missing after a wooden boat carrying migrants sank off Kalymnos island, close to the Turkish coast. Fifteen people, 10 men, four women and a child, were rescued, and Greek coastguard vessels were searching for another six to eight people missing, a Greek coastguard official said. The Turkish coastguard said it recovered another two bodies on its side of the maritime border, and that the boat was carrying 27 people. Rescue operations in Turkish waters were ongoing, it said. The departure point of the boat and the nationality of those on board was not immediately clear. Separately, Greece rescued 127 migrants and refugees off Chios island on board two boats in distress earlier on Friday, the coastguard said. Arrivals of refugees and migrants to Greece, which shares a long sea border with Turkey, have increased in recent months, but not on the scale of mass arrivals in 2015. Nearly 148,100 refugees and migrants have crossed to Greece from Turkey this year - a fraction of the nearly 1 million arrivals in 2015 - but arrivals have increased in recent months. An average 214 people arrived daily in September, compared with 156 in August and 87 in July, Greece s migration minister, Yannis Mouzalas, said on Wednesday.     About 60,000 refugees and migrants, mostly Syrians, Afghans and Iraqis, have been stranded in Greece after border closures in the Balkans halted the onward journey many planned to take to central and western Europe. ",1
"ISTANBUL (Reuters) - A Turkish court on Tuesday adjourned for four months the trial of 10 academics who signed a letter to the Turkish government last year calling for violence against Turkey s Kurds to end. The academics are the first group from 148 who are being prosecuted for signing the open letter. They are accused of insulting the Turkish government and carrying out propaganda for a terrorist group. In total, 1,128 academics from Turkey and abroad, including philosopher and activist Noam Chomsky, signed the January 2016 letter, titled  We will not a be party to this crime!  It called for an end to violence in Kurdish-majority towns in eastern Turkey, which escalated after the collapse in 2015 of a ceasefire between the Turkish government and the militant Kurdistan Workers Party (PKK). In the letter, published a few months after the violence erupted, they said the Turkish state was condemning residents in the mainly Kurdish southeastern provinces  to hunger through its use of curfews that have been ongoing for weeks . It also accused authorities of deploying heavy weapons that should only be used in war.  We demand the government to prepare the conditions for negotiations and create a road map that would lead to a lasting peace which includes the demands of the Kurdish political movement,  it said. Tuesday s hearing, against six academics from Galatasaray University and four from Istanbul University, was adjourned to April 12 after the court rejected the lawyers  submission that the letter was a criticism of the government, not an insult.  Criticizing the government is not punishable under Turkey s penal code, while insulting it is.  It is obvious, from a legal standpoint, that there is no crime here, but, politically, (the authorities) want to turn it into something else,   a defense lawyer for three academics from Istanbul University told Reuters. The PKK took up arms in 1984 and more than 40,000 people have died in the conflict since then. The group is considered a terrorist organization by Turkey, the United States and the European Union. The academics published their letter six months before last year s failed military coup. Since then, thousands of academics have been fired for alleged links to terrorist organizations. Some academics say Turkey s progress in academia in recent years is now in jeopardy. Rights groups accuse President Tayyip Erdogan of using a state of emergency declared after the coup to quash political dissent. ",1
"BRUSSELS (Reuters) - European parliamentarians want Britain to end  regrettable  practices that discriminate against EU citizens in the workplace and elsewhere, a draft resolution published on Thursday showed.  Lawmakers also urged British authorities to grant broad rights to EU citizens and their families in Britain after it exits the EU in 2019, an issue where EU chief negotiator Michel Barnier said on Thursday big differences remained. The European Parliament  expresses concern about regrettable administrative practices against EU citizens living in the United Kingdom , the draft resolution said.  Lawmakers said there were also cases of British citizens discriminated against in other EU countries. The British government said on Sept. 9 that its Equalities Office (GEO) was  aware of, and is looking into, reports of discrimination against non-UK EU nationals seeking employment  in violation of the 2010 Equality Act. The document, agreed on Thursday by the leaders of the assembly s political parties, will be voted on by the chamber next week in Strasbourg. The document is not binding on EU negotiators but the 28-nation parliament has the right to veto any deal with Britain on its future relations with the EU. MPs also urged Britain to protect the rights of EU citizens and their children even if they are born there after Brexit.  Future family members should continue to benefit from right of residence under the same provisions as current family members,  the document said. EU lawmakers have opposed Britain s proposals to create a new category of  settled status  under United Kingdom immigration law for EU citizens. Differences on these issues remain, Barnier said on Thursday at the end of a fourth round of Brexit negotiations. Without sufficient progress on citizens  rights, the EU will not move on to negotiations on a future trade deal with London. ",1
"LONDON (Reuters) - Brexit minister David Davis called on parliament on Thursday to back legislation to sever Britain s political, financial and legal ties with the European Union, saying that opposing the bill would lead to chaos. At a rowdy session of parliament, Davis accused the opposition Labour Party of pursuing a  cynical and unprincipled  path by challenging the repeal bill, or EU withdrawal bill, designed to disentangle Britain from more than 40 years of EU lawmaking. Labour, in turn, said the government was using the bill to give itself wide-ranging powers and a  blank cheque  to do away with laws if ministers did not like them, threatening the rights of ordinary Britons. The legislation is a vital stepping-stone towards Britain s departure from the EU in March 2019. It faces stormy debate and a likely barrage of attempted amendments as Prime Minister Theresa May, weakened by the loss of her majority in a June election and criticized by Brussels over her Brexit strategy, attempts to steer it through parliament.  Without this legislation a smooth and orderly exit is impossible ... To delay or oppose the bill will be reckless in the extreme,  Davis told lawmakers, describing support for a proposed amendment by Labour as a  vote for a chaotic exit . Labour s Brexit spokesman, Keir Starmer, said several clauses in the bill amounted to a  power grab  by government. He said it would prevent Britain from remaining in the EU s single market and customs union during a transition phase, as Labour now argues should happen.  That we are leaving (the EU) is settled, how we leave is not. This bill invites us to surrender all power and influence over that question to the government and to ministers. That would betray everything we have been sent here to do,  Starmer said.  Unless the government makes a very significant concession before we vote on Monday Labour will table, and has tabled, a reasoned amendment and will vote against the bill.      The legislation seeks largely to  copy and paste  EU law into British legislation to ensure the UK has functioning laws and the same regulatory framework as the bloc at the moment of leaving it, something that may offer some reassurance for companies. Davis said it would allow the British government and parliament to become  masters of our own laws , and promised concerned lawmakers that ministers would not use the wide-ranging powers to make  substantive changes  to law. To vote down the bill, Labour would need to convince EU supporters in May s Conservatives to side with them, but some more vocal pro-EU Conservative lawmakers have now said they will vote with the government after asking for reassurance that parliament will be able to scrutinize any changes to the law. May has also promised to listen to the concerns of lawmakers, but warned that delaying or hindering the bill with amendments would slow  vital  legislation.  The repeal bill helps deliver the outcome the British people voted for by ending the role of the EU in UK law, but it s also the single most important step we can take to prevent a cliff-edge for people and businesses, because it provides legal certainty,  she said in a statement. ",1
"WASHINGTON (Reuters) - The National Rifle Association is on track for record spending this year on U.S. political campaigns, including Missouri’s U.S. Senate race where a gun-owning Democrat is waging a tough fight against an incumbent Republican backed by the gun rights group. Democrat Jason Kander, an Afghanistan war veteran, is running just 2.5 percentage points behind Republican U.S. Senator Roy Blunt in opinion polls in Missouri, despite the NRA’s expenditure of $1.8 million so far trying to protect Blunt as well as the Republicans’ U.S. Senate majority. Gun violence has transfixed the United States in 2016, from a massacre at an Orlando, Florida, nightclub to a rash of police shootings, fueling demands by some Democrats and activists for tighter gun laws. Those efforts have been thwarted, as in years past, by the NRA and its supporters, who say such measures would infringe on the right to bear arms guaranteed by the Second Amendment of the U.S. Constitution. Congress has not approved major gun-control legislation since the 1990s. An Aug. 19 Reuters/Ipsos poll found 41.8 percent of respondents agreed there should be strong restrictions on firearms and 22.4 percent supported moderate regulations.     Per-capita firearm ownership in the United States far exceeds any other country, according to government estimates.   In the Missouri race and other Senate contests in states such as North Carolina, Nevada, Florida and New Hampshire, the gun-control battle gripping Washington is playing out on the campaign trail. The NRA has spent $23.4 million in this election cycle, with a month to go before voting on Nov. 8, compared with a previous high of $27 million in the entire 2014 campaign cycle, according to federal data gathered by the Center for Responsive Politics. The NRA did not respond to requests for comment. In addition to Senate Republicans, the lobbying group is also backing Republican presidential nominee Donald Trump. Blunt, 66, is a two-decade veteran of Congress. He accuses Kander, 35, of being soft on gun ownership rights. Blunt has an “A” rating from the NRA. Kander has an “F,” which the NRA says he earned by backing expanded background checks on gun buyers and legislation that failed this year in Congress to bar people on “terrorism watch lists” from buying guns. “The difference between Senator Blunt and myself is that I want to stop criminals and suspected terrorists from having the same access to guns as the rest of us, which is why I support background checks,” Kander said in a statement to Reuters on Thursday. Kander, Missouri’s secretary of state, counterpunched against Blunt last month with a 30-second TV commercial that has had more than 1 million views on youtube.com.  In the ad, the former U.S. Army captain assembles a military-style rifle while blindfolded. He says he has supported gun ownership rights, but adds: “I also believe in background checks so that terrorists can’t get their hands on one of these.” A fierce debate in Washington over such background checks in June led to a 25-hour sit-in by Democrats on the floor of the House of Representatives.  “The reaction to that ad has reset the debate” in the Missouri Senate race, said Tim Daly, managing director of guns and crime policy for the liberal Center For American Progress, a think tank in Washington. Kander’s polling numbers were already rising when the Sept. 15 ad was first broadcast. But Daly said Kander planted fresh doubts over the NRA position on background checks. Blunt and his campaign spokesmen were not available for comment.  The NRA is Blunt’s No. 2 financial backer in the Missouri race, surpassed only by a group closely associated with U.S. Senate Majority Leader Mitch McConnell that backs Republicans. Like the Blunt-Kander battle, other key 2016 Senate races feature intense debate over guns as Republicans work to defend their control of the Senate. In North Carolina, the NRA has pumped in $2.8 million to support threatened incumbent Republican Senator Richard Burr. The first televised debate in New Hampshire this week between Republican Senator Kelly Ayotte and her Democratic challenger, Governor Maggie Hassan, began with a moderator asking how they could reduce gun violence without infringing on gun rights. Ayotte has come under attack from Americans for Responsible Solutions for her opposition to tough gun background checks. The group works to reduce U.S. gun violence in the United States. ",1
"WASHINGTON (Reuters) - The United States is calling on all sides in Yemen to re-energize political talks to end the country s civil war, a Trump administration official said on Monday, after former President Ali Abdullah Saleh was killed in a roadside attack. Analysts said Saleh s death would be a huge morale boost for the Iran-aligned Houthis, since Saleh had switched sides by abandoning the Houthis in favor of a Saudi-led coalition. The U.S. official, who spoke on condition of anonymity, added that Houthi claims on Sunday they launched a missile at Abu Dhabi demonstrated  how destabilizing this war is for the region and how the Iranian regime is exploiting the war for its own political ambitions.  ",1
"WASHINGTON (Reuters) - U.S. Vice President Joe Biden and Ukrainian President Petro Poroshenko, who is visiting Washington to take part in a nuclear summit, will meet on Thursday, the White House said. Biden and Poroshenko will hold a working lunch, the White House said in a statement on Wednesday. President Barack Obama will convene leaders from more than 50 countries in Washington this week for his fourth and final Nuclear Security Summit. ",1
"BRUSSELS (Reuters) - Former Catalan leader Carles Puigdemont, facing arrest in Spain for organising an illegal independence referendum in October, said on Tuesday he would stay in Belgium for the time being. Spanish authorities dropped an international arrest warrant for him on Monday in order to bring his case solely under Spanish jurisdiction and avoid a lengthy extradition process through the Belgian courts.  For the moment we will stay here,  Puigdemont said at a press conference in Brussels. Puigdemont declared the northeastern region of Catalonia an independent republic on Oct. 27, leading Madrid to impose direct rule on the regional government and fire the pro-independence administration. The resulting political uncertainty has led to thousands of companies moving their legal base from Catalonia and has dented tourist figures and retail sales in the wealthy Mediterranean region. Puigdemont and four ex-cabinet members travelled to Brussels shortly after he was sacked by the central government. His former No. 2, Oriol Junqueras, is in custody in a Madrid jail while his role in the organisation of the referendum is investigated. Puigdemont faces charges of rebellion, sedition, misuse of public funds, disobedience and breach of trust in Spain. His party,  Together for Catalonia , is campaigning on a pro-independence ticket for Dec. 21 elections called by Madrid in an effort to resolve the crisis.  The central government hopes the elections will usher in a new administration that favours unity with Spain. Puigdemont said he hoped to be able to return to Spain if he was elected a member of the Catalan parliament, but he was not sure if he would be arrested and put in custody.  We have to carefully consider such a decision before taking it,  he said. ",1
"VIENNA (Reuters) - Austrian conservative leader Sebastian Kurz, who secured victory in Sunday s parliamentary election but fell well short of a majority, does not rule out the possibility of forming a minority government once the final result comes in.  I would of course like to form a stable government. If that cannot be done then there are other options,  he told broadcaster ORF, adding that he planned to talk to all parties in parliament but would first wait for a count of postal ballots that begins on Monday.  That count will settle the close race for second place between the Social Democrats and the far-right Freedom Party. ",1
"MEXICO CITY (Reuters) - When Tuesday s earthquake struck Mexico, Martha Mejia watched the tin walls of her tiny shack quiver and remembered the smell of death that hung in the air of shattered apartment blocks 32 years before.  I wanted to scream because I had lived this all before. I wanted to run out and scream,  said the 64-year-old Mejia, whose home was destroyed in a 1985 quake that devastated Mexico City.  Back then, I was strong. But this time I felt it more.  The 1985 earthquake, which killed around 5,000 people, was a defining moment for the Mexican capital.  Three decades on, hundreds of its victims are still living in hovel encampments across the sprawling city of 20 million, waiting for long-promised government-subsidized homes - and now the latest quake has made thousands more people homeless.   Mejia s apartment building in the Santa Maria la Ribera neighborhood was shaken to the ground in 1985. Today, she lives in one of the encampments with her husband, her daughter and a granddaughter. Their 10-foot by 20-foot hovel in the Lindavista district in the north of the capital has a double bed, a bunk bed and a stove.  Supposedly this place was going to be temporary, but that temporary has been my whole life,  she said.  A heavy rain pounded on the tin roof of the shack as Mejia watched TV coverage of this week s earthquake and wept.  Tuesday s tremor - which struck on the anniversary of the 1985 quake - killed close to 300 people.  The time has come for me to give up all illusions,  Mejia said.  Now with this other earthquake, how many people will be left homeless? They are going to make new shelters and we are going to stay in the same one.  According to the leaders of the Lindavista camp, its ramshackle shacks are home to around 750 people, divided into roughly 250 families. There are almost 200 children who are the grandchildren of those originally resettled here, according to local leaders. At least six such camps exist in the capital. Mexico City s housing institute said that since 2016, they have delivered 173 homes to victims of the 1985 quake and expected to hand over 120 more before the end of next year.  Data on how many homes have been delivered in total since 1985 was not immediately available.  With the race for July s presidential race heating up, President Enrique Pena Nieto, the mayor of Mexico City and governors from the affected states rushed to the scene of the recent devastation, making promises to help those affected.  Political parties have vied to outdo each other with offers to donate campaign funds to disaster victims. But there is deep skepticism among Mexicans that they will see enough aid.  Jeanete Morales, 41, cleans offices in the city and comes home every night to the Lindavista shanty town she first moved into with her mom when she was nine years old. Their three-story apartment building was severely damaged in 1985 and they were soon forced to leave and brought to the camp. They were told they would only be there for two weeks. Now married with four children, Morales still lives at the camp. Her mother died eight years ago.  She died believing she would get her house,  Morales said.  It makes you so mad. You feel so impotent.  Morales said officials at the city s housing institute said they already gave her mother an apartment.  Alfredo Villegas, one of the leaders of the camp, said Morales  mother had not been given a home despite her name appearing on what he said was a government list of those who had been given homes. The list he produced could not be immediately authenticated by Reuters.   The questions is: where are those apartments?  Villegas said. He said it seemed that city officials were fraudulently selling homes to others.   The cost of the government-subsidized homes depends on a victim s income but is often in the range of 250,000-300-000 pesos ($14,000-$17,000), Villegas said. The housing institute did not immediately respond to request for comment. Mexico City Mayor Miguel Angel Mancera has said the problem lies with how the institute delivers housing to the loose organizations that represent the people with a claim to the subsidized housing.   At least 2,500 people are sleeping in the streets or in their cars in Mexico City after Tuesday s 7.1 magnitude tremor collapsed dozens of buildings and damaged hundreds more. Thousands of others have lost their homes in the states of Morelos, Puebla and the state of Mexico. Many more in Oaxaca and Chiapas lost their homes in the quake that hit southern Mexico on Sept. 7.   Hundreds of millions of dollars will be required for reconstruction in Mexico City, according to the mayor.  The home of taxi driver Emanuel Jardon, 60, was severely damaged by the collapse of a neighboring building on Tuesday. Wearing a helmet, he cursed politicians as he cleared debris from his home.   It is a vile lie. Right now as the campaigns begin...they come to see us, to supervise, but the months will pass and they will forget,  he said.  I m sorry to be rude, but they suck.  ",1
"(Reuters) - A U.S. judge ordered the State Department on Thursday to release by Sept. 13 any emails it finds between Hillary Clinton and the White House from the week of the 2012 attack in Benghazi, Libya, among the thousands of additional emails uncovered by federal investigators. The order came after the Federal Bureau of Investigation gave the department a disc earlier this month containing 14,900 emails to and from Clinton and other documents it said it had recovered that she did not return to the government. Clinton, the Democratic presidential nominee, has been criticized for using an unauthorized private email system run from a server in the basement of her home while she was secretary of state from 2009 to 2013, a decision she says was wrong and that she regrets. The issue has hung over her campaign for the White House and raised questions among voters about her trustworthiness.  Judge William Dimitrouleas of the U.S. District Court in southern Florida made his order in response to a request by the conservative watchdog group Judicial Watch, which is suing the State Department for Clinton-era records under freedom of information laws. Spokesmen for Clinton did not respond to requests for comment. At least one other judge has said the department will eventually have to release all the newly recovered work emails, and at least some are expected to appear before the Nov. 8 presidential election. After the system’s existence became more widely known, Clinton returned what she said were all her work emails to the State Department in 2014, and the department released them in batches to the public, some 30,000 in all. The FBI took her server in 2015 after it was discovered she had sent and received classified government secrets through the system, which the government bans.  Clinton has said she did not know the information was classified at the time. After a year-long investigation, FBI Director James Comey said last month that Clinton should have recognized the sensitivity of the information and that she had been “extremely careless” with government secrets. But he said there were not enough grounds for a prosecution, a decision criticized by Republican presidential nominee Donald Trump and other Republicans. It remained unclear if there were any newly discovered emails that related to the September 2012 attack on a U.S. facility in Benghazi, Libya, in which four Americans, including U.S. Ambassador Chris Stevens, were killed. “Using broad search terms, we have identified a number of documents potentially responsive to a Benghazi-related request,” Elizabeth Trudeau, a State Department spokeswoman, said in a statement. “At this time, we have not confirmed that the documents are, in fact, responsive. We also have not determined if they involve Secretary Clinton.” ",1
"WASHINGTON (Reuters) - President Donald Trump’s administration plans deep cuts to state environmental programs, a summary of the Environmental Protection Agency’s 2018 budget showed on Friday, even after some Republicans in affected states raised concerns when the agency released an initial outline of the budget in March.  The EPA's grants to state and local governments on pollution issues from air quality management to pesticides enforcement would be cut 45 percent to $597 million in the fiscal year 2018 budget proposal the administration will send to Congress next week, according to details released by the National Association of Clean Air Agencies (NACAA). (bit.ly/2qFWvSl) The nonprofit group, an association of pollution control agencies in 40 states and various municipalities and territories, said details on the budget came directly from a leaked administration document.  More than a dozen programs to tackle environmental problems in environmentally sensitive regions, such as the Chesapeake Bay, the Great Lakes and South Florida, would be cut to nothing.  “You would have thought the administration would have revised the budget in light of the overwhelming adverse reaction they encountered from previous trial balloons, instead ... they doubled down,” said Bill Becker, the NACAA’s executive director. Several Republicans, including Senator Rob Portman of Ohio and Wisconsin Governor Scott Walker, had raised concerns about the EPA’s plans to cut Great Lakes program funding. The EPA’s budget proposal also includes an overall cut of 31 percent to $5.66 billion, mirroring what was proposed in a preliminary “skinny budget” the administration released in March.  The EPA would not confirm the veracity of the budget summary released by the outside group. But a spokeswoman defended aggressive proposals to cut the agency’s budget. “The budget prioritizes federal funding for work in infrastructure, air and water quality, and ensuring the safety of chemicals in the marketplace,” said Liz Bowman, an agency spokeswoman. She said the budget aims to “reduce redundancies and inefficiencies and focus on our core statutory mission.”  The proposed cuts are a starting point and the Republican-controlled Congress would temper them in its budget negotiations. The Trump administration has targeted regulations, which it says have held back business. The budget cuts to the EPA and other agencies, such as the State Department, would help pay for a 10 percent, $54 billion hike in military spending next year. Also zeroed out in the EPA budget are programs on cleaning up lead contamination, reporting greenhouse gas emissions and managing indoor air pollution, the NACCA said.   ",1
